Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05013111,Osney & St Thomas,N/A - not available,7.9,77.3,86.3,1,11.7
E05013112,Quarry & Risinghurst,N/A - not available,4.9,81,84.9,2,11.8
E05013113,Rose Hill & Iffley,N/A - not available,7.1,78.6,82.5,null - undefined,25.3
E05013114,St Clement's,N/A - not available,5.6,76.1,87.7,2,19.3
E05013115,St Mary's,N/A - not available,4.8,79,85.3,1,15.1
E05013116,Summertown,N/A - not available,5.9,87,87.1,null - undefined,7.2
E05013117,Temple Cowley,N/A - not available,3.8,82,83.5,2,12.4
E05013118,Walton Manor,N/A - not available,N/A - not available,85.4,89.1,1,6.1
E05013119,Wolvercote,N/A - not available,4.5,83.3,90.9,1,9.3
E05013120,Abbey,N/A - not available,7.5,79.3,84.1,1,14
E05013121,Amersham and Chesham Bois,N/A - not available,7.9,83.9,86.3,2,5.4
E05013122,Aston Clinton and Bierton,N/A - not available,5.6,79.5,83.3,2,6.8
E05013123,Aylesbury East,N/A - not available,5.3,82.4,85.4,2,8.4
E05013124,Aylesbury North,N/A - not available,6.7,81,84.2,2,19.1
E05013125,Aylesbury North West,N/A - not available,7.1,77.4,80.1,2,21
E05013126,Aylesbury South East,N/A - not available,6.6,80.8,82.7,2,8.3
E05013127,Aylesbury South West,N/A - not available,7.7,77.4,84.1,2,20.5
E05013128,Aylesbury West,N/A - not available,9.5,79.4,84.4,2,12.1
E05013129,Beaconsfield,N/A - not available,4.8,82.5,86.4,2,5.6
E05013130,Bernwood,N/A - not available,5.6,83.3,89.5,1,6.5
E05013131,"Booker, Cressex and Castlefield",N/A - not available,9.8,77.3,81.5,3,22
E05013132,Buckingham East,N/A - not available,4.7,80.1,84,3,12.9
E05013133,Buckingham West,N/A - not available,4.9,82.7,86.1,3,8.6
E05013134,Chalfont St Giles,N/A - not available,5.5,83.2,87.2,2,3.7
E05013135,Chalfont St Peter,N/A - not available,7.4,80.6,84.7,1,4.9
E05013136,Chesham,N/A - not available,7.8,82,85.1,1,12.6
E05013137,Chess Valley,N/A - not available,4.4,80.7,84,2,9.8
E05013138,Chiltern Ridges,N/A - not available,5.5,84,86.2,2,10.2
E05013139,Chiltern Villages,N/A - not available,8.6,83.7,87.6,1,10.1
E05013140,Cliveden,N/A - not available,4.4,80.3,82.9,1,11
E05013141,Denham,N/A - not available,7,79.9,84.4,2,12.5
E05013142,Downley,N/A - not available,7.8,79,84.4,2,11.1
E05013143,Farnham Common and Burnham Beeches,N/A - not available,10,83.5,84.2,4,8.9
E05013144,"Flackwell Heath, Little Marlow and Marlow South East",N/A - not available,3.9,82,87.4,2,7.4
E05013145,Gerrards Cross,N/A - not available,7.6,84.4,86.6,2,7.7
E05013146,Great Brickhill,N/A - not available,4.5,82.3,85.4,1,8
E05013147,Great Missenden,N/A - not available,6.6,81.5,87,2,4.5
E05013148,Grendon Underwood,N/A - not available,2.9,83.2,85.7,1,10.7
E05013149,Hazlemere,N/A - not available,4.9,82.3,85.5,2,3
E05013150,Iver,N/A - not available,6.3,80.7,83.7,2,11.4
E05013151,Ivinghoe,N/A - not available,6.2,83,89.3,3,7.2
E05013152,Little Chalfont and Amersham Common,N/A - not available,4.8,83.1,88.4,2,6.2
E05013153,Marlow,N/A - not available,7.4,82.7,86.2,2,5.2
E05013154,Penn Wood and Old Amersham,N/A - not available,5.2,83.2,87.1,2,5.5
E05013155,Ridgeway East,N/A - not available,6.3,83.1,87.7,1,4.2
E05013156,Ridgeway West,N/A - not available,6.7,81.2,84.6,1,8.2
E05013157,Ryemead and Micklefield,N/A - not available,8.7,79.9,81.2,1,17
E05013158,Stoke Poges and Wexham,N/A - not available,9.6,79.3,83.2,1,10
E05013159,Stone and Waddesdon,N/A - not available,3.2,80.6,83.5,2,8.3
E05013160,Terriers and Amersham Hill,N/A - not available,6.7,82,86.7,1,11.8
E05013161,The Risboroughs,N/A - not available,7.1,82.9,87.5,3,8.1
E05013162,"The Wooburns, Bourne End and Hedsor",N/A - not available,5.9,83.3,84.6,1,7.4
E05013163,Totteridge and Bowerdean,N/A - not available,8.1,79.7,84.8,1,16.1
E05013164,Tylers Green and Loudwater,N/A - not available,6.9,83.4,86.9,1,8.5
E05013165,"Wendover, Halton and Stoke Mandeville",N/A - not available,5.9,83,87,1,5.3
E05013166,West Wycombe,N/A - not available,9.2,81.3,87.4,1,13.1
E05013167,Wing,N/A - not available,8,81.5,83.6,1,9
E05013168,Winslow,N/A - not available,6.3,83.1,86.3,1,8.9
E05013169,Appleton,N/A - not available,6.6,75.5,80.6,1,40.8
E05013170,Bankfield,N/A - not available,4.8,77.6,79.8,1,31.7
E05013171,Beechwood & Heath,N/A - not available,4.9,81.1,84.9,1,12.1
E05013172,Birchfield,N/A - not available,4.3,82.7,86.1,1,6.5
E05013173,Bridgewater,N/A - not available,7.2,80.2,81.7,1,36.1
E05013174,Central & West Bank,N/A - not available,8,75.7,78.1,1,49.7
E05013175,"Daresbury, Moore & Sandymoor",N/A - not available,2.3,84.3,89.2,1,9.9
E05013176,"Ditton, Hale Village & Halebank",N/A - not available,7,76.5,79.6,1,32.4
E05013177,Farnworth,N/A - not available,4.4,79.9,85.5,1,10.7
E05013178,Grange,N/A - not available,5.4,76.1,79.3,1,41.9
E05013179,Halton Castle,N/A - not available,9.9,73.8,83.6,1,53
E05013180,Halton Lea,N/A - not available,5.4,73.1,78.3,4,52.7
E05013181,Halton View,N/A - not available,6.1,75.5,79.9,5,27.3
E05013182,Highfield,N/A - not available,4,79,81.7,5,23.6
E05013183,Hough Green,N/A - not available,7,75.6,82.2,4,37.8
E05013184,Mersey & Weston,N/A - not available,7.5,74.6,80.8,4,31.6
E05013185,Norton North,N/A - not available,6.7,77.9,80.9,5,31
E05013186,Norton South & Preston Brook,N/A - not available,8.5,77.5,81.2,4,37.1
E05013187,Amberley and Woodchester,N/A - not available,N/A - not available,85.4,87.2,4,4
E05013188,Bisley,N/A - not available,5.7,86.5,88.2,5,4.8
E05013189,Chalford,N/A - not available,6.3,85,84.7,5,4.4
E05013190,Hardwicke,N/A - not available,6.5,79.6,82.9,5,10.5
E05013191,Kingswood,N/A - not available,N/A - not available,N/A - not available,N/A - not available,4,6.2
E05013192,Minchinhampton,N/A - not available,5.6,82.3,84.5,5,10.1
E05013193,Nailsworth,N/A - not available,4.3,79.5,85.3,4,9.6
E05013194,Rodborough,N/A - not available,4.4,82.2,83.3,4,5.6
E05013195,Severn,N/A - not available,3.8,78.2,81.6,4,10.4
E05013196,Stonehouse,N/A - not available,6,78.3,81.6,5,15.1
E05013197,Stroud Trinity,N/A - not available,N/A - not available,77.3,86.1,5,16.2
E05013198,Thrupp,N/A - not available,5.3,83,84.7,5,10.6
E05013199,Wotton-under-Edge,N/A - not available,5.3,81.1,85.5,5,6.3
E05013200,Barnoldswick,N/A - not available,8.1,80.9,80.7,4,21.1
E05013201,Barrowford & Pendleside,N/A - not available,5.9,83.2,85.8,5,11.3
E05013202,Boulsworth & Foulridge,N/A - not available,5.8,80,84,4,13.8
E05013203,Bradley,N/A - not available,8,73.2,77.8,5,47.6
E05013204,Brierfield East & Clover Hill,N/A - not available,7.1,78.9,81.4,4,31.6
E05013205,Brierfield West & Reedley,N/A - not available,6.2,78.8,82.2,5,37.6
E05013206,Earby & Coates,N/A - not available,7.4,78.9,82.1,4,18.5
E05013207,Fence & Higham,N/A - not available,12.1,81.1,85.2,5,6.7
E05013208,Marsden & Southfield,N/A - not available,10.2,74.5,78.5,5,40.2
E05013209,Vivary Bridge,N/A - not available,7.1,76.8,79.7,5,32.9
E05013210,Waterside & Horsfield,N/A - not available,9.2,75.3,80.5,5,43.1
E05013211,Whitefield & Walverden,N/A - not available,9.2,77.7,82.1,5,45.3
E05013212,Cainscross,N/A - not available,4.7,77.5,82.5,5,12
E05013213,Brickhill and Queensway,N/A - not available,7.6,77.8,81.1,5,33.9
E05013214,Burton and Broughton,N/A - not available,7.4,80.6,84.1,5,15.6
E05013215,Clover Hill,N/A - not available,8.3,80.4,81.1,5,19.2
E05013216,Corby Rural,N/A - not available,5.7,80.4,83,5,15.2
E05013217,Corby West,N/A - not available,9,77.1,80.6,5,25.5
E05013218,Croyland and Swanspool,N/A - not available,8.5,76.1,79.5,5,29.3
E05013219,Desborough,N/A - not available,6.8,78.9,82.9,5,12.8
E05013220,Earls Barton,N/A - not available,5.6,81.4,83.7,5,10.7
E05013221,Finedon,N/A - not available,6.7,79,82.8,5,23.5
E05013222,Hatton Park,N/A - not available,7.1,80.3,84.5,5,17.8
E05013223,Higham Ferrers,N/A - not available,6.8,80.2,83.6,5,11.6
E05013224,Irchester,N/A - not available,5.2,80,83.5,5,12.6
E05013225,Irthlingborough,N/A - not available,6.4,79.5,81.1,5,17.3
E05013226,Ise,N/A - not available,8,80.9,84.7,5,9
E05013227,Kingswood,N/A - not available,9.2,74.5,79.9,5,41.1
E05013228,Lloyds,N/A - not available,6.8,75.2,79.3,5,25.9
E05013229,Northall,N/A - not available,6.8,77.3,80.7,5,24.7
E05013230,Oakley,N/A - not available,5.7,81.5,83,5,15.4
E05013231,Oundle,N/A - not available,6.2,83.3,85.8,5,10.1
E05013232,Raunds,N/A - not available,7.5,81,82.4,2,12.1
E05013233,Rothwell and Mawsley,N/A - not available,6.5,80.6,83.9,2,15.6
E05013234,Rushden Pemberton West,N/A - not available,9,79.5,82.2,4,17.2
E05013235,Rushden South,N/A - not available,8.5,78.6,82.9,4,18.1
E05013236,Thrapston,N/A - not available,5.3,81.1,85.2,2,10.4
E05013237,Wicksteed,N/A - not available,9.1,78.9,82.4,2,21.2
E05013238,Windmill,N/A - not available,8.1,78.7,81.7,3,34.8
E05013239,Abington and Phippsville,N/A - not available,6.3,76.3,80.9,4,19.3
E05013240,Billing and Rectory Farm,N/A - not available,8.4,77.7,79.7,3,32.5
E05013241,Boothville and Parklands,N/A - not available,7.5,79.6,82.2,3,14.9
E05013242,Brackley,N/A - not available,3.3,81.1,84.6,3,6.1
E05013243,Braunston and Crick,N/A - not available,3.6,81.4,84.4,3,11.6
E05013244,Brixworth,N/A - not available,4.5,81.2,84.9,2,9.1
E05013245,Bugbrooke,N/A - not available,5.7,81.7,82.1,3,8.6
E05013246,Castle,N/A - not available,6.1,73.6,78.4,3,33
E05013247,Dallington Spencer,N/A - not available,8.6,74.6,79.1,2,39.9
E05013248,Daventry East,N/A - not available,7,79,80.5,3,24.6
E05013249,Daventry West,N/A - not available,6.4,78.9,85,3,18
E05013250,Deanshanger,N/A - not available,5.3,81.8,85,2,6.6
E05013251,Delapre and Rushmere,N/A - not available,7.1,76.2,79.8,3,23.8
E05013252,Duston East,N/A - not available,6.9,78.7,84.8,3,16.8
E05013253,Duston West and St. Crispin,N/A - not available,6.1,81,86,2,12.6
E05013254,East Hunsbury and Shelfleys,N/A - not available,6.3,83,86.8,3,8.3
E05013255,Hackleton and Grange Park,N/A - not available,6.8,81.5,85.1,2,6.6
E05013256,Headlands,N/A - not available,7.5,79.2,81.2,2,25.5
E05013257,Kingsthorpe North,N/A - not available,7.9,80.5,83.5,2,14.5
E05013258,Kingsthorpe South,N/A - not available,6.6,76.5,80.8,2,26.6
E05013259,Long Buckby,N/A - not available,5.8,82,87.9,3,9.9
E05013260,Middleton Cheney,N/A - not available,6,82.1,84.9,3,7.9
E05013261,Moulton,N/A - not available,6.7,82.3,82.1,2,8.5
E05013262,Nene Valley,N/A - not available,7.8,81,83.9,4,6.8
E05013263,Riverside Park,N/A - not available,4.9,79.2,84,4,17.5
E05013264,St. George,N/A - not available,6.5,76.5,80.4,4,29.6
E05013265,Silverstone,N/A - not available,3.3,83,85.5,4,9.1
E05013266,Sixfields,N/A - not available,6.8,79.6,82.8,3,23.3
E05013267,Talavera,N/A - not available,8.9,77.3,80.9,1,36.7
E05013268,Towcester and Roade,N/A - not available,4.3,81.4,84,1,8.8
E05013269,Woodford and Weedon,N/A - not available,5.1,81.4,84.3,1,12.3
E05013270,Newsham,N/A - not available,5.7,77.6,N/A - not available,1,39.9
E05013271,Seghill with Seaton Delaval,N/A - not available,3,79.2,84.3,1,23.3
E05013273,Bodmin St Mary's & St Leonard,N/A - not available,6.2,77,82.3,1,34.1
E05013274,Bodmin St Petroc's,N/A - not available,4.8,78.7,80.6,1,23
E05013275,Bude,N/A - not available,4.2,80.6,85.6,1,23.3
E05013276,Callington & St Dominic,N/A - not available,7.4,81,81.8,1,21.1
E05013277,Calstock,N/A - not available,4.9,82.5,84.3,1,19.5
E05013278,Camborne Roskear & Tuckingmill,N/A - not available,4.4,76.7,77.9,1,39.6
E05013279,Camborne Trelowarren,N/A - not available,7.3,78.6,82.5,1,35.7
E05013280,Camborne West & Treswithian,N/A - not available,6.7,78.5,79.7,1,31.7
E05013281,Camelford & Boscastle,N/A - not available,5.2,81.8,86.5,1,26.5
E05013282,"Constantine, Mabe & Mawnan",N/A - not available,5.1,82.5,86.7,1,14.9
E05013284,Falmouth Arwenack,N/A - not available,N/A - not available,79.1,84.2,1,12.8
E05013286,Falmouth Penwerris,N/A - not available,3.7,77.7,83.9,1,24.2
E05013288,Feock & Kea,N/A - not available,N/A - not available,82.8,87.6,2,14
E05013289,"Four Lanes, Beacon & Troon",N/A - not available,7.3,78.9,81.4,3,34.7
E05013290,"Fowey, Tywardreath & Par",N/A - not available,5.6,81.6,86.5,3,17.1
E05013291,"Gloweth, Malabar & Shortlanesend",N/A - not available,3.1,80.3,80.9,3,15.9
E05013292,Gwinear-Gwithian & Hayle East,N/A - not available,4.5,81.5,84.6,3,21.2
E05013293,Hayle West,N/A - not available,7,77.5,83.1,3,25.6
E05013295,Helston South & Meneage,N/A - not available,5.5,82.5,86.4,3,17.6
E05013297,Land's End,N/A - not available,6.2,79,86.5,2,25
E05013298,"Lanivet, Blisland & Bodmin St Lawrence",N/A - not available,6.5,80.7,84.1,2,23.7
E05013301,Launceston South,N/A - not available,6.4,77,80.9,3,20.1
E05013302,Liskeard Central,N/A - not available,5.7,80.1,80.3,4,30.2
E05013303,Liskeard South & Dobwalls,N/A - not available,7.7,80.2,82.3,4,24.5
E05013305,Looe East & Deviock,N/A - not available,6.4,78.5,82.2,3,23.5
E05013306,"Looe West, Pelynt, Lansallos & Lanteglos",N/A - not available,6.1,80.2,83.7,2,25.9
E05013307,Lostwithiel & Lanreath,N/A - not available,4.3,79.3,83.7,3,20.5
E05013308,"Ludgvan, Madron, Gulval & Heamoor",N/A - not available,4.1,81.1,83.1,2,27.2
E05013309,Lynher,N/A - not available,11,80.4,84.4,2,22.1
E05013311,"Mousehole, Newlyn & St Buryan",N/A - not available,4.5,81,84.7,2,27.9
E05013312,Mullion & St Keverne,N/A - not available,3.4,79.6,83.4,4,21.4
E05013313,"Mylor, Perranarworthal & Ponsanooth",N/A - not available,4.9,83.2,88.2,3,13.2
E05013314,Newquay Central & Pentire,N/A - not available,3,75.6,83.8,5,33.8
