Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05000591,Cathall,9.9,7.4,78.2,87.4,5,29.7
E05000592,Chapel End,7.1,7.6,82.2,88.4,5,20.1
E05000593,Chingford Green,5.3,4.1,82.7,83.6,5,18.6
E05000594,Endlebury,6,8.5,81.7,87.9,5,19.1
E05000595,Forest,8.2,7.6,80.9,84,5,24.9
E05000596,Grove Green,7.2,6.7,81.5,86.8,5,18.5
E05000597,Hale End and Highams Park,6.1,6.9,83.6,85.9,5,20.3
E05000598,Hatch Lane,6.7,6.6,78.3,84.7,5,24.1
E05000599,High Street,8,7.1,80.9,86.7,5,24.4
E05000600,Higham Hill,8.7,6.1,78.9,82.3,5,32.1
E05000601,Hoe Street,9.3,7.4,77.3,84.1,5,28.3
E05000602,Larkswood,6.3,6.7,80.2,84.8,5,23.7
E05000603,Lea Bridge,10.2,7.4,77.6,80.8,5,30
E05000604,Leyton,9.7,7.9,78.2,83.6,5,30.3
E05000605,Leytonstone,6.4,8.3,81.2,84.2,5,21.8
E05000606,Markhouse,9,8,82,83.7,5,29.7
E05000607,Valley,7.5,6.2,81.6,86.6,5,25.3
E05000608,William Morris,7.6,6,79.3,83.8,5,24.2
E05000609,Wood Street,8.3,6.7,79.3,84.3,5,28.3
E05000610,Balham,2.5,4.9,80.8,84.8,5,10.7
E05000611,Bedford,4,6,78,82.5,5,17.4
E05000612,Earlsfield,3.8,5.9,80.3,84.2,5,14.4
E05000613,East Putney,3.5,6,81.2,86.9,5,11.6
E05000614,Fairfield,3.6,5.5,81.6,85.8,5,12.4
E05000615,Furzedown,6.2,6.2,81,84.5,5,18
E05000616,Graveney,5.9,6.6,78.4,83.5,5,20.3
E05000617,Latchmere,7.4,7.2,78.5,83.3,5,28.6
E05000618,Nightingale,3.3,7.4,78.2,83.7,5,12.9
E05000619,Northcote,2.1,4.9,85.1,85.9,5,8.7
E05000620,Queenstown,5.7,5.1,80.2,85.3,5,23.7
E05000621,Roehampton and Putney Heath,7.5,6.2,78.6,82,5,27.5
E05000622,St Mary's Park,4.4,5.2,80.2,82.1,5,16.1
E05000623,Shaftesbury,3.4,5.2,81.8,85.1,5,14.6
E05000624,Southfields,4,6,81,87,5,12.2
E05000625,Thamesfield,2.7,5.7,83.5,85.8,5,10.1
E05000626,Tooting,5.6,6.8,79.5,84.1,5,21.7
E05000627,Wandsworth Common,3.7,5.5,79.6,83.7,5,13.8
E05000628,West Hill,6.1,7.4,77.9,84,5,17.8
E05000629,West Putney,4.8,6.1,79.2,84.5,5,17.5
E05000630,Abbey Road,2,6.1,87,88.8,5,10.1
E05000631,Bayswater,3.9,6.8,85.6,85.2,5,16.3
E05000632,Bryanston and Dorset Square,3.4,6.6,89.3,90.6,5,13.1
E05000633,Churchill,6.7,6.6,80,87.1,5,28.9
E05000634,Church Street,9.5,6.9,79.9,85.7,5,41.5
E05000635,Harrow Road,8,7.7,80,83.7,5,28.6
E05000636,Hyde Park,4.7,8.4,86.3,89.8,5,17.7
E05000637,Knightsbridge and Belgravia,0.8,7.1,94.1,91.3,5,8.2
E05000638,Lancaster Gate,4,7.8,85,86.4,5,15.7
E05000639,Little Venice,3.7,6.5,86.7,87.2,5,18
E05000640,Maida Vale,5.1,4.4,83.8,87.3,5,18
E05000641,Marylebone High Street,1.6,7.5,87.4,88.9,5,10.9
E05000642,Queen's Park,9,7.2,79.2,83.9,5,32.4
E05000643,Regent's Park,2.6,8.8,86.8,87.8,5,14.3
E05000644,St James's,4.8,8.2,82.6,87.6,5,23.1
E05000645,Tachbrook,3.6,8.8,85.3,85.6,5,17.6
E05000646,Vincent Square,4.8,9.5,81.8,84.8,5,19.8
E05000647,Warwick,4.3,5.2,85.7,87.8,5,15.8
E05000648,Westbourne,7.7,7.8,76.2,81.7,5,34.9
E05000649,West End,3.4,9.6,85.1,88.9,5,16.9
E05000650,Astley Bridge,4.4,5.8,79.6,83.2,4,18.3
E05000651,Bradshaw,5,4.3,80.7,85.8,3,18.6
E05000652,Breightmet,8.7,6.8,75.8,79.2,4,41.1
E05000653,Bromley Cross,2.5,5.4,83.1,85.6,4,8.2
E05000654,Crompton,9,8.4,75.5,80.6,5,44.8
E05000655,Farnworth,9.7,8.4,73.6,78.1,5,49.4
E05000656,Great Lever,10.2,9.6,73.1,77.6,5,43
E05000657,Halliwell,15,7.5,72.8,77.7,5,58.1
E05000658,Harper Green,7.6,10.2,74.6,79.1,5,38.2
E05000659,Heaton and Lostock,2.6,4,80.4,85.3,4,9.5
E05000660,Horwich and Blackrod,3.9,5.8,78.3,80.9,4,20
E05000661,Horwich North East,4.8,7.3,78.3,83,4,21.8
E05000662,Hulton,6,6.7,77.8,82.7,4,29.7
E05000663,Kearsley,5.4,5.9,77,79.9,4,25.7
E05000664,Little Lever and Darcy Lever,4.9,5,78.8,83.4,4,22.3
E05000665,Rumworth,10.4,9,77.1,77.8,5,44.4
E05000666,Smithills,6.6,5.2,78.7,82.5,4,27.8
E05000667,Tonge with the Haulgh,10.2,7.6,76.5,78.9,4,40.7
E05000668,Westhoughton North and Chew Moor,3.2,5.6,81.1,83.6,4,14.7
E05000669,Westhoughton South,4.4,7.1,79.5,81.1,4,19.1
E05000670,Besses,6.7,7.8,76.4,81.3,3,30.2
E05000671,Church,4,5.1,80.9,83.6,2,17
E05000672,East,9.9,6.4,74.6,79.4,4,43.5
E05000673,Elton,4.9,7.1,79.7,80.8,3,19
E05000674,Holyrood,4.8,5.7,79.6,84.3,2,20.8
E05000675,Moorside,9.3,6.4,73.9,77.7,3,42.7
E05000676,North Manor,2.5,3.4,81,85,1,9.2
E05000677,Pilkington Park,3.6,4.1,81.7,82.1,2,14
E05000678,Radcliffe East,6.2,7.2,77.7,83.3,3,30.1
E05000679,Radcliffe North,5,7.9,78.7,81,2,24.2
E05000680,Radcliffe West,7.1,7.4,75.2,79,3,31.4
E05000681,Ramsbottom,3.5,4.8,81.2,84.7,2,12.7
E05000682,Redvales,6.8,7.1,78.5,81.9,3,31.2
E05000683,St Mary's,5.3,5,76.6,81.7,2,25.5
E05000684,Sedgley,4.8,4.8,79.1,82.3,3,17.5
E05000685,Tottington,2.7,5.8,79.8,81.6,2,10.9
E05000686,Unsworth,4.4,7.9,80.2,82.7,2,19.2
E05000719,Alexandra,14.3,8.1,71,75,3,57.3
E05000720,Chadderton Central,5.9,6.6,77.1,78.6,2,24.5
E05000721,Chadderton North,7,7.8,78.1,83.4,2,25.3
E05000722,Chadderton South,6.8,6.9,78.5,81.9,2,31.6
E05000723,Coldhurst,13.5,9.6,74.1,77.3,4,52.8
E05000724,Crompton,5.1,6.5,78.5,83,1,19.6
E05000725,Failsworth East,5.9,7.1,78.4,81.6,2,27.4
E05000726,Failsworth West,6.8,5.9,78,79.8,2,29.5
E05000727,Hollinwood,10.4,10.4,75.8,81.1,3,48.5
E05000728,Medlock Vale,10,8.6,76,79.1,3,39.1
E05000729,Royton North,5.7,5.1,79.8,81.7,1,21.1
E05000730,Royton South,4.7,7.9,79.4,80.6,1,21.1
E05000731,Saddleworth North,2.7,2.7,80.3,85.1,1,9.8
E05000732,Saddleworth South,2.6,6.3,83.7,87.8,1,8.8
E05000733,Saddleworth West and Lees,4.5,6.9,78.6,81.7,1,18.9
E05000734,St James',8.4,8.9,75.1,77.8,2,34.6
E05000735,St Mary's,12.5,8,74.7,78.1,4,50.4
E05000736,Shaw,5.9,6,75.6,80,1,27.7
E05000737,Waterhead,9.6,8.5,76.5,80.8,2,42.1
E05000738,Werneth,11,9.2,74.1,79,4,47.7
E05000739,Balderstone and Kirkholt,8.3,7.6,74.7,80.7,2,46.1
E05000740,Bamford,5.1,5.9,77.9,82.5,1,18.6
E05000741,Castleton,7,9,77.1,80.2,1,32.3
E05000742,Central Rochdale,11.8,8.8,74.6,79,3,56.8
E05000743,East Middleton,6,4.9,78.5,82.6,1,29.7
E05000744,Healey,5.3,7.6,79.6,83.3,1,22.5
E05000745,Hopwood Hall,6.7,4.9,79,81.9,1,28.3
E05000746,Kingsway,10.6,10,74.8,82,3,44.7
E05000747,Littleborough Lakeside,4.4,5,78,83.1,1,21.2
E05000748,Milkstone and Deeplish,12.2,8.7,74.4,76.8,3,51
E05000749,Milnrow and Newhey,4.4,4.1,78,81.5,1,18.8
E05000750,Norden,2.7,4.3,80.8,82.1,1,9.5
E05000751,North Heywood,7.5,7.9,75.6,77.7,1,40.5
E05000752,North Middleton,7.1,9.7,77.6,79.9,1,29
E05000753,Smallbridge and Firgrove,10.3,7.4,74,75.8,2,51.5
E05000754,South Middleton,4.7,6.9,79.3,82.7,1,19.7
E05000755,Spotland and Falinge,8.3,9.4,76.5,81.7,2,43.4
E05000756,Wardle and West Littleborough,3.7,5.1,79.8,84.1,1,16.2
E05000757,West Heywood,6.8,7.5,74.7,79.5,2,40.4
E05000758,West Middleton,8.3,9,73.7,79.2,2,50.5
E05000779,Bramhall North,2.6,5.7,82.1,85.5,3,7.5
E05000780,Bramhall South and Woodford,1.5,3.8,84.2,87.5,3,3.9
E05000781,Bredbury and Woodley,4.3,4.5,79.7,81.5,4,23.1
E05000782,Bredbury Green and Romiley,5.4,4.1,79.2,82.3,3,23.9
E05000783,Brinnington and Central,11.2,6.7,72,76.2,4,64.1
E05000784,Cheadle and Gatley,3.2,5.7,80.5,83.4,4,15.1
E05000785,Cheadle Hulme North,3.6,3.4,81.1,84.3,4,16.6
E05000786,Cheadle Hulme South,2.4,5.7,83,87,3,10.3
E05000787,Davenport and Cale Green,5.9,6.3,75.9,80,4,35
E05000788,Edgeley and Cheadle Heath,6,4.9,77.6,80.7,4,29.1
E05000789,Hazel Grove,3.6,4.4,81.6,85.1,4,14
E05000790,Heald Green,3.9,6.9,80.6,84.6,4,13.5
E05000791,Heatons North,3.4,3.9,81.7,84.3,4,17.1
E05000792,Heatons South,3.8,4.1,81.8,83.3,4,13.1
E05000793,Manor,5.3,3.8,78.8,83.5,4,26.5
E05000794,Marple North,2.4,5.1,81.8,84.1,3,11
E05000795,Marple South and High Lane,3.4,3.9,78.2,83.9,3,12.6
E05000796,Offerton,4.5,5.6,79.2,82.4,4,25.4
E05000797,Reddish North,6.4,6.5,78.7,82.3,4,29.4
E05000798,Reddish South,5.4,4.7,77.4,82.3,4,27.3
E05000799,Stepping Hill,2.6,4.2,80,83.7,4,12.3
E05000800,Ashton Hurst,7.1,6.5,78.5,79.8,3,33.5
E05000801,Ashton St Michael's,7.3,8,76.3,81.7,3,39.4
E05000802,Ashton Waterloo,6.6,7.1,74.9,80.9,3,31.6
E05000803,Audenshaw,4.4,4.3,77.2,79.8,3,23.5
E05000804,Denton North East,5.3,6.4,78.4,82.3,3,28.3
E05000805,Denton South,6,8.5,75.3,80.4,2,34.1
E05000806,Denton West,3.3,5.5,77.9,81.3,2,20.1
E05000807,Droylsden East,5.9,5.4,78.8,81.5,3,30.3
E05000808,Droylsden West,6.1,6.1,79.1,81.4,3,28.3
E05000809,Dukinfield,6.7,7.9,76.4,79,3,34.7
E05000810,Dukinfield Stalybridge,5.4,4.7,78.5,81,2,27.5
E05000811,Hyde Godley,6.4,5.4,74.7,78.1,3,40.8
E05000812,Hyde Newton,5.6,5.8,77.6,81.7,3,32.9
E05000813,Hyde Werneth,4.9,7.2,78,80.9,3,26.4
E05000814,Longdendale,6,7.9,77.9,81.4,2,34.3
E05000815,Mossley,5.5,4.9,78.4,81.8,2,23.3
E05000816,St Peter's,10.3,7.1,74.1,75.2,3,50.3
E05000817,Stalybridge North,7,6.2,76,79.2,3,32.5
E05000818,Stalybridge South,5.1,5.4,79.3,81.2,2,22.5
E05000819,Altrincham,2.5,4,80.3,85,5,8.9
E05000820,Ashton upon Mersey,2.9,5,81.4,83.6,4,9.5
E05000821,Bowdon,2.1,6.1,83.9,86,4,5.7
E05000822,Broadheath,2.6,4.5,80.8,83.8,5,9.5
E05000823,Brooklands,2,5.4,82.7,84.3,4,6.7
E05000824,Bucklow-St Martins,7.8,9.2,74.9,79.2,5,42.5
E05000825,Clifford,7.9,7.2,76.3,83.4,5,35.6
E05000826,Davyhulme East,3.3,3.8,80.1,84.2,5,11.9
E05000827,Davyhulme West,3.2,8.9,80.1,84.9,5,14.1
E05000828,Flixton,2.5,6.2,78.8,83.5,4,11
E05000829,Gorse Hill,6.9,6.7,77.4,81.1,5,24.5
E05000830,Hale Barns,2.2,7.4,84.4,87.5,4,5.6
E05000831,Hale Central,1.7,5.3,81.9,88.1,5,7
E05000832,Longford,6.6,6.5,78.9,83.2,5,23
E05000833,Priory,3,4.8,81.2,84.1,5,11.4
E05000834,St Mary's,4.7,7.7,80.5,85.7,5,21.3
E05000835,Sale Moor,4.3,3.7,79.9,83,5,18
E05000836,Stretford,6.3,8.1,77.2,81.4,5,24.8
E05000837,Timperley,1.5,4.5,82.4,84.9,4,4.9
E05000838,Urmston,3.5,4.4,76.5,82.2,5,18.1
E05000839,Village,4,7.2,80.4,83.6,5,17.1
E05000840,Abram,6.6,7.1,75.8,77.7,3,34.7
E05000841,Ashton,3.4,6.6,78.4,82.4,2,16.9
E05000842,Aspull New Springs Whelley,3.6,7,77.7,82.7,2,18.7
E05000843,Astley Mosley Common,2.9,5.3,80.9,84,2,14.6
E05000844,Atherleigh,5.1,6.1,78.7,80.5,2,28.9
E05000845,Atherton,7.4,7.4,76.5,79.7,2,37.1
E05000846,Bryn,3.9,5.6,79.1,82.5,2,22.6
E05000847,Douglas,6.7,8.3,75.7,78.2,3,37.6
E05000848,Golborne and Lowton West,4.2,3.8,78.9,82.3,2,23.8
E05000849,Hindley,5.9,9.1,75.8,78.6,2,30.5
E05000850,Hindley Green,3.5,4.7,79.5,81.3,2,15.7
E05000851,Ince,7.8,8.9,75,77.1,3,44.5
E05000852,Leigh East,7.1,8.9,73.8,78.7,2,31.4
E05000853,Leigh South,5.4,8.3,77.5,82.5,2,25.4
E05000854,Leigh West,8,7.1,74,79.2,2,43.7
E05000855,Lowton East,2.5,5.1,80.5,82.2,2,11.7
E05000856,Orrell,2.6,6,81.2,84,2,11.5
E05000857,Pemberton,7.2,6.6,75.8,79.2,2,42.4
E05000858,Shevington with Lower Ground,2.7,4.2,81.7,84.6,1,10.5
E05000859,Standish with Langtree,2.8,4.6,80,84.3,2,11.8
E05000860,Tyldesley,5,4.3,78.3,82.4,2,21.9
E05000861,Wigan Central,6.5,5.4,75.6,81.1,2,23.1
E05000862,Wigan West,5.2,6.4,77.7,81.5,2,28.2
E05000863,Winstanley,1.8,4.6,N/A - not available,84.9,2,7.6
E05000864,Worsley Mesnes,5.5,7.1,76.2,81.1,2,29.4
E05000886,Allerton and Hunts Cross,3.9,6.4,78.6,82.4,2,22.5
E05000887,Anfield,12.7,8.4,72.5,77.2,3,63.8
E05000888,Belle Vale,8.1,8.7,74.6,79.1,2,48.8
E05000889,Central,1.8,6.4,74.4,78.5,5,22
E05000890,Childwall,2.9,6.4,80.5,85.8,3,18.4
E05000891,Church,2.7,4.7,83.4,85.3,2,13.6
E05000892,Clubmoor,8.5,6.7,74.9,79.1,3,55.1
E05000893,County,12.1,9.8,74.5,79.2,3,64.8
E05000894,Cressington,4.1,6.1,78.8,81.5,2,26.6
E05000895,Croxteth,6.6,7.6,74.4,78.9,3,38
E05000896,Everton,11.2,8.6,72.9,77.8,3,67.4
E05000897,Fazakerley,6.8,9,75.9,79.7,3,39.3
E05000898,Greenbank,5,7.2,76.3,78.8,5,28.1
E05000899,Kensington and Fairfield,13.4,9.1,74.1,77.8,4,60.6
E05000900,Kirkdale,9,10.1,72.5,76.1,4,62.4
E05000901,Knotty Ash,7.3,6.3,76.1,79.2,3,46.2
E05000902,Mossley Hill,2.8,3.9,80.5,84.2,3,14.6
E05000903,Norris Green,8.2,7,75,78.7,3,59
E05000904,Old Swan,8.1,8.4,75.3,79.2,3,45.9
E05000905,Picton,10.8,8.3,74.6,80.2,5,53.3
E05000906,Princes Park,11.4,8.4,73.2,79.3,4,57.2
E05000907,Riverside,5.7,8.5,74.8,78.1,4,45.2
E05000908,St Michael's,5.6,5,77.1,81.6,3,34.2
E05000909,Speke-Garston,9.2,7.6,75,78.4,3,54.8
E05000910,Tuebrook and Stoneycroft,11.5,10.5,75.6,79.3,3,58
E05000911,Warbreck,7.2,6.3,76.6,80.7,2,42.1
E05000912,Wavertree,5.8,7.2,78,82.8,3,28.9
E05000913,West Derby,4.5,6.2,79.1,82.7,2,26.8
E05000914,Woolton,3.3,8.2,80.5,83.3,1,17.7
E05000915,Yew Tree,8,8.8,74.3,78.7,3,43.7
E05000916,Billinge and Seneley Green,3.1,6,79.7,84.4,1,15.5
E05000917,Blackbrook,4.4,4.2,77.6,82,1,27
E05000918,Bold,6.8,7.3,77.6,80.7,1,38.3
E05000919,Earlestown,5.6,6,75.6,79.8,2,38.9
E05000920,Eccleston,2.6,8.7,82.4,83.2,1,12.5
E05000921,Haydock,4.1,7.3,79.4,80.1,1,25.7
E05000922,Moss Bank,5.1,8.1,78.2,82.5,1,32.9
E05000923,Newton,4.4,5.4,78,80.9,1,26
E05000924,Parr,9.1,7.5,72.8,75.6,2,57
E05000925,Rainford,2.5,2.2,80.1,84.2,1,13.8
E05000926,Rainhill,3.2,5.9,79.4,83.5,1,16.6
E05000927,Sutton,5.5,6.4,76.6,81,1,34.1
E05000928,Thatto Heath,5.6,6.7,77.1,80.1,1,36.4
E05000929,Town Centre,10.4,8.5,70.6,77,2,54.8
E05000930,West Park,5.6,7.5,77.9,81.4,1,33.3
E05000931,Windle,4.7,6.4,78.5,81.8,1,24.1
E05000932,Ainsdale,4.1,3.2,80.1,85.7,1,17.8
E05000933,Birkdale,3.8,5.7,82.1,85.1,1,16
E05000934,Blundellsands,3,3.7,80.7,84.8,1,11.8
E05000935,Cambridge,5.9,5.9,75,79.2,1,29.4
E05000936,Church,7.8,5.2,75.1,78.5,1,37.9
E05000937,Derby,9.5,9.5,73.5,78.6,2,54.9
E05000938,Duke's,7.9,7.8,75,82.1,1,31.1
E05000939,Ford,7.4,6.7,75.4,81.2,2,40.9
E05000940,Harington,2.1,4.6,82.8,86.5,1,6.7
E05000941,Kew,5,6.2,77.9,80.7,2,23.6
E05000942,Linacre,12,9.3,71.4,75.2,2,70.7
E05000943,Litherland,7.7,6.7,75.3,81.5,2,41.5
E05000944,Manor,4.2,6.4,79.2,82,1,23.6
E05000945,Meols,3.4,6.9,80.1,86,1,13.8
E05000946,Molyneux,3,6.7,80.9,85.7,1,18.9
E05000947,Netherton and Orrell,6,6.5,78.7,80.5,2,37.2
E05000948,Norwood,4.5,8.2,79.7,82.2,2,22.5
E05000949,Park,2.8,5.4,83.2,85.5,1,11.4
E05000950,Ravenmeols,2.9,4.4,82.5,87.2,1,12.2
E05000951,St Oswald,7.8,7.9,75.5,79.6,2,43.4
E05000952,Sudell,3.3,5.3,80.2,83.4,1,15.1
E05000953,Victoria,3.3,6.8,80.5,83.7,1,15.2
E05000954,Bebington,2.8,4.7,79.3,82.4,3,17.1
E05000955,Bidston and St James,8.8,9.7,72.2,77.5,4,60.6
E05000956,Birkenhead and Tranmere,11.4,10.3,71.1,77.2,4,61.5
E05000957,Bromborough,4,6.2,77.9,80.8,3,30.8
E05000958,Clatterbridge,1.6,5.5,81.1,83.4,2,11.4
E05000959,Claughton,5,7.3,77.7,79.4,3,37.3
E05000960,Eastham,2.5,5.7,78.9,84.4,3,17.9
E05000961,"Greasby, Frankby and Irby",1.8,2.9,83.2,86.6,2,9.5
E05000962,Heswall,1.8,3.6,82.5,84.5,2,6.3
E05000963,Hoylake and Meols,2.6,4.9,80.6,82.7,2,12.2
E05000964,Leasowe and Moreton East,5.8,7.7,77.3,79.9,3,39.3
E05000965,Liscard,6.8,7.6,75.6,80.6,3,39.1
E05000966,Moreton West and Saughall Massie,3.6,6.9,80.1,82.4,3,24.8
E05000967,New Brighton,5,4.8,77.5,80.6,3,32
E05000968,Oxton,4.1,6.4,79.6,84.8,2,21.3
E05000969,Pensby and Thingwall,2.2,4,81.8,85,2,15.3
E05000970,Prenton,4.3,6.3,79.6,82.1,3,23.5
E05000971,Rock Ferry,7.9,9.1,72.3,77.8,4,54.2
E05000972,Seacombe,10,8.9,73.5,78.1,4,58
E05000973,Upton,4.8,7.1,76.6,80,3,33.8
E05000974,Wallasey,2.9,5.8,80,86.5,3,15.6
E05000975,West Kirby and Thurstaston,2.4,4.2,82.1,85.3,2,12.6
E05000976,Central,6.9,8.5,77,80.9,1,35.5
E05000977,Cudworth,4.9,8.5,78.2,81.2,1,29.8
E05000978,Darfield,5,4.8,77.9,83.9,1,30.1
E05000979,Darton East,3.5,5.2,78.2,81,1,18.3
E05000980,Darton West,2.6,5.3,80,83.4,1,15.1
E05000981,Dearne North,8.3,8.2,75.9,79.2,1,50.1
E05000982,Dearne South,6.2,6.5,77.4,80.7,1,35.3
E05000983,Dodworth,2.8,5.4,80.2,83.3,1,17.1
E05000984,Hoyland Milton,4.2,8.3,78.2,80.7,1,26.5
E05000985,Kingstone,7.4,6.5,75.8,81.6,1,36.2
E05000986,Monk Bretton,5.5,7.2,75.7,80.4,1,38.5
E05000987,North East,4.8,6.6,75.5,79.3,1,33.6
E05000988,Old Town,4.6,6.5,76.8,84.4,1,22.3
E05000989,Penistone East,2,7,83.1,86.1,1,10.8
E05000990,Penistone West,2.5,5.6,81.6,84.5,1,12.1
E05000991,Rockingham,4.4,7.7,77.9,82.1,1,26.2
E05000992,Royston,4.4,7.6,77.3,81.4,1,29.2
E05000993,St Helens,6.8,8.7,75.9,79.3,1,44.6
E05000994,Stairfoot,5.8,7.4,76.2,78.6,1,39.7
E05000995,Wombwell,4.8,8,77.5,81.6,1,31.6
E05000996,Worsbrough,6.2,9.4,74.7,79.3,1,42.2
E05001067,Birtley,5.5,5.3,76.5,81,1,27.8
E05001068,Blaydon,5.5,4.2,78.3,81.5,2,27.7
E05001069,Bridges,5.4,6.6,73.7,78.6,4,34.2
E05001071,Chowdene,6.3,6.9,77.8,83.1,1,27.6
E05001072,Crawcrook and Greenside,3.8,3.1,80.3,82.6,1,14
E05001073,Deckham,9.1,9.5,74.1,77.8,2,44.8
E05001074,Dunston and Teams,7.9,8.2,73,81.1,2,33.8
E05001075,Dunston Hill and Whickham East,3.4,3.1,79,83.8,1,18.3
E05001076,Felling,9.8,7.8,73.5,77.9,2,52.9
E05001077,High Fell,8.3,8.4,74.5,78.6,2,48
E05001078,Lamesley,5,5.8,78.9,80.8,2,27.5
E05001079,Lobley Hill and Bensham,8.2,7.3,74.7,78.6,3,34.7
E05001080,Low Fell,2.2,4.3,80.8,83.8,1,10.4
E05001081,Pelaw and Heworth,5.3,4.6,79.3,83.1,2,26.6
E05001082,"Ryton, Crookhill and Stella",4.5,4.7,81.1,82.9,1,15.1
E05001083,Saltwell,6.2,6.6,76.5,84.8,3,34.7
E05001084,Wardley and Leam Lane,5,6.1,78.6,83.3,1,23.7
E05001085,Whickham North,5.2,5.2,77.9,80.3,1,21
E05001086,Whickham South and Sunniside,2.8,6,82.3,87.6,1,10.2
E05001087,Windy Nook and Whitehills,5.8,6.5,78.6,82.4,2,35.4
E05001088,Winlaton and High Spen,4.2,5.7,78.5,81.7,1,17.2
E05001115,Battle Hill,5.5,3.6,78.6,82.2,2,21.1
E05001116,Benton,3.5,3,79.4,83.2,2,16.6
E05001117,Camperdown,4,5,78.6,82.3,2,24.6
E05001118,Chirton,8.6,6.1,74.5,78.7,3,42.7
E05001119,Collingwood,5.4,7,79.2,82.6,3,24.5
E05001120,Cullercoats,2.7,3.4,81.7,84.3,2,11.5
E05001121,Howdon,7.7,5.8,76.1,78.9,3,34.5
E05001122,Killingworth,3.2,7.1,79.7,83.5,2,15.3
E05001123,Longbenton,4.1,6.3,78.4,81.2,3,24.9
E05001124,Monkseaton North,1.8,2.7,82.5,83.5,2,6.2
E05001125,Monkseaton South,3.5,5.6,81.3,83.2,2,15
E05001126,Northumberland,4.1,2.4,78,82.4,2,19.4
E05001127,Preston,2.9,4.6,78.7,82.7,2,11.4
E05001128,Riverside,9.7,6.8,71.7,77.6,3,47.3
E05001129,St Mary's,1.2,2.8,83,88.8,1,4.6
E05001130,Tynemouth,3.3,3.5,76.8,84.2,2,13.2
E05001131,Valley,4.3,4.1,79.1,83.6,3,22.6
E05001132,Wallsend,7.6,4.3,75.5,79.7,3,37.5
E05001133,Weetslade,3.6,3.1,80.1,83.8,2,14.9
E05001134,Whitley Bay,4.5,2.9,74.9,81,2,17.8
E05001135,Beacon and Bents,11,9.4,74.5,79.6,1,42.4
E05001136,Bede,8.2,7.5,75.9,79.7,1,45.4
E05001137,Biddick and All Saints,11,5.9,76.6,80,1,46.8
E05001138,Boldon Colliery,5.8,4.3,78.6,81.9,1,25.3
E05001139,Cleadon and East Boldon,1.9,7.2,82.7,87.3,1,6
E05001140,Cleadon Park,8,3.5,78.1,83.3,1,33.8
E05001141,Fellgate and Hedworth,6.3,8.1,78.9,83.5,1,29.1
E05001142,Harton,6.5,5.8,77.8,81.2,1,27.9
E05001143,Hebburn North,6,5.1,75,78.3,1,28.9
E05001144,Hebburn South,5.2,5.1,76.7,80.9,1,28.6
E05001145,Horsley Hill,6.4,6.6,78.5,88,1,27.3
E05001146,Monkton,6.4,5.4,75.5,80.4,1,34
E05001147,Primrose,8.2,7.3,71.4,78.9,1,39.5
E05001148,Simonside and Rekendyke,12,7.7,74.8,79.4,1,50.4
E05001149,Westoe,5,5.7,76.5,80.9,1,20
E05001150,West Park,7.5,7.2,78.5,84.1,1,26.9
E05001151,Whitburn and Marsden,4.5,8,79.5,82.8,1,21.2
E05001152,Whiteleas,7.7,4.6,76.4,81,1,36.1
E05001153,Barnes,4.9,7.9,77,81.8,1,20
E05001154,Castle,6.4,7.7,75.7,81.6,1,35.1
E05001155,Copt Hill,5.8,7.3,75.8,79.6,1,30.6
E05001156,Doxford,3.2,7.7,80,86.6,1,20.1
E05001157,Fulwell,2.3,4.4,81.3,86.5,1,9
E05001158,Hendon,11.6,9.8,70.2,75.8,2,55.8
E05001159,Hetton,7.5,8.1,76.4,80.6,1,36.7
E05001160,Houghton,4.9,7.7,77.4,81.2,1,26.3
E05001161,Millfield,7,9.3,74.9,80.4,4,30.9
E05001162,Pallion,8.2,8.3,75.1,79.2,1,40.4
E05001163,Redhill,7.2,9,76.1,79.8,1,49.2
E05001164,Ryhope,4.9,7.8,78.8,82.6,1,26.4
E05001165,St Anne's,7.6,7.7,74.7,79.1,1,39.1
E05001166,St Chad's,5.9,5.8,77.2,83.2,1,29.8
E05001167,St Michael's,5.2,7.6,79,82,1,20.2
E05001168,St Peter's,4.6,5.4,76.5,80.9,1,19.7
E05001169,Sandhill,8.7,8.9,76.7,79.9,1,40.4
E05001170,Shiney Row,5.4,7.6,76.5,80.2,1,27.7
E05001171,Silksworth,6.1,7.9,78.3,82.5,1,30.9
E05001172,Southwick,8.4,8.5,74.1,78.1,1,48.5
E05001173,Washington Central,5.2,6,77.5,82.7,1,22.9
E05001174,Washington East,4.2,6.2,79.9,81.3,1,20.7
E05001175,Washington North,9.1,9.3,74.8,80.1,1,37.6
E05001176,Washington South,4.3,6.1,81.1,85.6,1,20.7
E05001177,Washington West,4.4,4.2,78.9,81.6,1,20.9
E05001218,Bablake,3.9,6.6,79.3,83.3,3,16.9
E05001219,Binley and Willenhall,7.6,10.8,75.8,80.6,3,35.3
E05001220,Cheylesmore,4,7,79.3,82.5,3,17.3
E05001221,Earlsdon,2.1,5.8,83,85.2,3,9.2
E05001222,Foleshill,10.6,9.5,74.8,80.1,5,44.6
E05001223,Henley,7,9.1,76.8,82.1,3,36.8
E05001224,Holbrook,6.2,8.6,77.6,82.2,4,27
E05001225,Longford,7.5,10.2,75.5,79.9,4,36
